latitude,longitude,event_date,soil_moisture,tilt_x,vibration_count,rainfall_24h,rainfall_72h,slope_angle,ndvi,landslide_occurred
38.297838,-120.704661,2016-10-30 14:24:00,65.33,3.34,19.0,25.0,51.6,24.47,0.24,1
26.8342,88.2798,2009-09-18 00:00:00,74.64,3.2,8.0,12.5,30.4,22.53,0.35,1
19.0298,72.9104,2021-08-01,70.87,1.61,1.0,3.9,17.7,28.94,0.61,0
42.0124,20.9482,2018-07-18,39.92,0.8,4.0,0.2,7.3,8.73,0.61,0
49.1797,-121.7407,2014-11-08 14:00:00,40.68,2.32,12.0,0.0,42.8,18.6,0.26,1
37.7219,-82.31,2015-03-05 22:30:00,75.81,8.12,16.0,23.1,67.0,23.17,0.25,1
34.379152,-118.402419,2016-12-16 14:35:00,64.41,6.27,7.0,13.4,14.1,27.36,0.29,1
27.98531715,94.21263589,2017-07-04 19:39:00,58.57,1.96,13.0,79.5,138.3,20.83,0.27,1
6.2069,7.0678,2023-02-24,33.07,3.0,0.0,1.1,1.1,8.61,0.38,0
44.104,-116.0033,2016-02-27 15:30:00,56.69,9.37,1.0,7.3,7.3,23.75,0.53,1
31.6916,76.5102,2019-06-25,30.79,3.46,4.0,2.0,6.3,0.0,0.66,0
48.1393,-122.6011,2013-03-27 03:45:00,64.75,5.52,9.0,0.3,0.3,30.76,0.2,1
26.1324,91.8342,2014-09-22 00:00:00,51.23,1.98,17.0,55.8,142.1,24.96,0.5,1
12.89674168,74.85970453,2020-06-03,39.74,1.81,4.0,30.7,92.4,13.42,0.3,0
47.4412,-121.9607,2021-07-28,23.9,0.37,7.0,0.0,0.0,18.1,0.88,0
47.7463,-121.086,2015-09-21,54.6,4.14,12.0,1.4,10.4,13.93,0.57,0
20.66353189,-156.0424592,2021-04-23,19.85,1.89,0.0,4.4,11.1,12.01,0.71,0
39.7958,-121.4519,2021-01-13,36.02,1.72,1.0,0.8,2.0,4.08,0.36,0
45.087,-122.0578,2012-03-16 09:00:00,52.36,0.0,18.0,20.0,58.6,30.46,0.46,1
32.36993877,-110.7105473,2021-02-18,27.39,3.5,4.0,0.0,0.8999999999999999,20.9,0.49,0
10.335,123.8725,2016-03-25,41.28,3.87,1.0,0.7,2.0,10.34,0.52,0
47.5857,-120.682,2019-08-05,17.36,1.1,8.0,0.0,0.0,30.26,0.16,0
3.0994,101.677,2013-05-09 00:00:00,33.28,3.73,27.0,2.6,31.200000000000003,25.6,0.53,1
50.1067,-122.9765,2007-02-04 00:00:00,68.7,10.47,15.0,4.9,7.5,23.03,0.11,1
14.7836,-91.1836,2019-12-08,59.15,2.76,0.0,0.0,0.0,10.66,0.51,0
25.1424,98.4802,2023-12-14,40.4,1.11,0.0,13.2,30.7,2.2,0.73,0
5.453011,100.214496,2017-11-18,34.92,0.06,1.0,4.8,41.6,5.97,0.59,0
52.9903,-119.3106,2023-07-02,16.19,0.67,5.0,0.1,8.6,19.5,0.64,0
38.3686,-81.6026,2019-12-11,32.35,3.3,2.0,0.1,28.7,12.7,0.6,0
-0.5605,37.0488,2013-04-21 00:00:00,45.28,2.42,23.0,11.0,19.9,32.36,0.27,1
22.225713,113.921806,2016-01-11,40.42,0.0,0.0,18.5,26.0,22.67,0.63,0
37.6475,-122.4936,2008-02-16 00:00:00,70.32,7.76,8.0,0.0,0.0,43.42,0.38,1
-38.0195,143.4171,2016-10-02 00:00:00,57.09,4.92,17.0,15.8,26.1,24.04,0.2,1
37.2506,43.6143,2020-05-01,39.56,2.61,8.0,9.7,10.5,21.11,0.34,0
38.76486531,-120.324996,2021-01-21,43.47,1.75,0.0,0.0,0.0,20.34,0.82,0
47.6475,-116.1167,2011-03-30 00:00:00,61.4,5.99,23.0,16.6,30.5,28.92,0.26,1
17.9683,97.9422,2016-07-03,59.41,2.72,5.0,5.7,24.5,31.59,0.37,0
29.5194,80.469,2015-12-09,50.82,1.11,1.0,0.1,0.1,20.16,0.8,0
29.8496,80.5544,2016-04-03,51.07,2.87,6.0,0.3,0.3,20.93,0.67,0
44.5694,-123.617,2022-10-23,36.06,0.0,7.0,0.0,6.9,18.57,0.61,0
23.7736,94.1201,2015-08-01 00:00:00,55.94,2.89,17.0,14.1,429.6,42.67,0.14,1
14.7171,121.6171,2017-08-05,45.43,1.67,9.0,0.3,1.4,9.48,0.73,0
28.5299,112.3174,2017-08-19,26.95,0.0,2.0,0.0,6.6,12.53,0.69,0
46.1896,-123.8215,2012-12-19 00:00:00,69.94,2.58,6.0,77.3,95.7,21.48,0.48,1
40.22400142,-79.95929042,2017-05-01 13:22:00,44.62,1.56,13.0,12.4,17.5,20.39,0.39,1
7.375,125.87,2008-09-06 00:00:00,43.76,10.8,23.0,6.1,19.7,5.64,0.32,1
10.342048,123.861028,2016-12-14 14:22:00,59.97,4.97,5.0,11.4,23.8,14.43,0.57,1
47.5328,-122.073,2019-10-14,37.88,2.04,2.0,0.0,0.9,13.17,0.23,0
27.5862,104.8613,2016-03-27,36.84,1.77,0.0,0.2,2.6,19.12,0.7,0
46.483063,-116.172497,2020-03-18,22.39,1.57,2.0,0.9,0.9,11.31,0.56,0
6.0327,80.2174,2007-05-04 00:00:00,77.71,5.63,8.0,12.7,26.8,24.86,0.36,1
27.357968,85.975127,2016-09-11 12:55:00,55.15,6.08,20.0,15.2,40.4,17.1,0.18,1
29.3014,108.1536,2007-04-02 00:00:00,83.87,6.42,16.0,13.6,28.4,18.08,0.14,1
38.8759,-104.9362,2013-07-10 15:00:00,38.59,4.66,12.0,5.4,5.4,37.09,0.48,1
37.4198,-107.8385,2016-08-07 00:00:00,39.28,7.0,8.0,0.3,37.0,25.67,0.39,1
